Batch Number,Start Listing Date and Time (IST),Stop Listing at Date and Time (IST),Start bid price (Rs.),Initial bid cost (Tickets),Initial status check cost (Tickets),Reference ID,Category,Product Title,Description,MSRP,Base Price
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,1079,Apparel,Leather jacket brown XXL,Leather Retail� Women's Solid Faux Leather Jacket XXL Brown,3999,3959
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,800,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket M Coffee,3999,3959
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,615,Home & Kitchen,Shopper52 Drill Machine ,Shopper52 10mm Drill M/c-13Pc DrillBit Set & Screw SpeedOut-DRL13BTSOUT    ,3999,3959
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,1073,Apparel,Leather Jacket Black 3XL,Leather Retail� Women's Solid Faux Leather Jacket 3XL Black,3999,3959
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,953,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket 3XL Coffee,3999,3959
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,645,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchabler Three Seater Beige,3398,3364
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,AF 443,Furnishing & Linen,Status Contract Carpet,Status Contract Status 3D Printed Carpet Rug Runner,4999,4949
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,895,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XL Blue,3999,3959
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,935,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Cherry,3999,3959
31,2021-11-08 09:00:00 +0000 +0000,2021-11-08 21:00:00 +0000 +0000,1,1,1,836,Home & Kitchen,"barbeque Grill, knife set","Charcoal Barbeque Grill, Cooking Silicon Spatula Brush and Knife Set    ",3499,3464
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 73,Watches,Aqfit Smart Watch,Aqfit W15 Smartwatch,3699,3662
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 852,Curios & Decorations,Wonderlnd Fountain,Wonderland 14 Inch H Table - Fountain Dove Fountain With Flower With Motor,3799,3761
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,884,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XS Black,3999,3959
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,548,Apparel,Men's Leather�Jacket,Leather Retail� Mens Solid Faux Leather Jacket L Black,3999,3959
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1871,Furniture & Fixtures,Tramp & Badger/Cabin Luggage,Tramp & Badger Small Cabin Luggage (56 cm) - Doraemon Printed - Blue,3149,3117
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,898,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XS Cherry,3999,3959
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,508,Apparel,Mens leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket L Black,3999,3959
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,513,Home & Kitchen,Kitchen knife Set,Charcoal Barbeque Grill with Kitchen Knife Set-CMBBQSM-HKN    ,3499,3464
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,AF 1778,Home Appliances,Akari Router Machine,Akari router machine for carpenter Rotary Tool (12 mm),3749,3711
32,2021-11-08 13:00:00 +0000 +0000,2021-11-09 01:00:00 +0000 +0000,1,1,1,896,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XXL Blue,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,664,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super StretchableThree Seater Black,3398,3364
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,549,Apparel,Men's Leather�Jacket,Leather Retail� Mens Solid Faux Leather Jacket XL Black,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,977,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Cherry,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,922,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket L Blue,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,973,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket XXL Brown,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,916,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket XL Cherry,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,551,Apparel,Men's Leather�Jacket,Leather Retail� Mens Solid Faux Leather Jacket 3XL Black,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,AF 1651,Home Appliances,Bajaj Microwave Oven,BAJAJ 17 L Solo Microwave Oven,4149,4107
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,900,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket M Cherry,3999,3959
33,2021-11-08 17:00:00 +0000 +0000,2021-11-09 05:00:00 +0000 +0000,1,1,1,631,Home & Kitchen,Portable Wardrobe,Shopper52 Fancy & Portable Collapsible Wardrobe - 88130A-BR    ,3999,3959
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 405,Curios & Decorations,Casio Wall Clock,"Casio Analog 35 Cm X 35 Cm Wall Clock (Grey, With Glass)",3589,3553
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 1346,Health & Beauty,Stila Eyebrow Pencil,"Stila Stay All Day Waterproof Brow Color, Light (Light)",3999,3959
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 1944,Furniture & Fixtures,Home Full Alan/Book Shelf,Home Full Alan Engineered Wood Open Book Shelf,3990,3950
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,1013,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Pink,4999,4949
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,AF 58,Computer Accessories,Western Digital Hard Disk,Western 1.5 Tb Wired External Hard Drive,4099,4058
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,822,Home & Kitchen,"Barbeque Grill, knife set",Shopper52 Charcoal Barbeque Grill with Kitchen Knife Set    ,3499,3464
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,252,Apparel,Woolen kurta,Woolkraft Pick Any 1 Layered Woollen Kurta Beige-Free Size,3499,3464
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,651,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchable Three Seater Maroon,3398,3364
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,815,Home & Kitchen,Electric Drill Machine,48 in 1 wrench spanner set with 10mm 13PC powerful electric drill machine,3999,3959
34,2021-11-08 21:00:00 +0000 +0000,2021-11-09 09:00:00 +0000 +0000,1,1,1,999,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Black,4999,4949
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,AF 289,Home Appliances,Philip Juicer,Philips Amaze Hl7576/00 600-Watt Juicer Mixer Grinder With 3 Jars,4795,4747
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,AF 1075,Furniture & Fixtures,House Of Quirk Sofa,House of Quirk Universal Big Elasticity Flexible Stretch Sofa,3499,3464
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,545,Apparel,Men's Leather�Jacket,Leather Retail� Mens Solid Faux Leather Jacket XS Black,3999,3959
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,528,Apparel,Mens leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XL Black,3999,3959
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,660,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchable Three Seater Floral,3398,3364
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,802,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XL Coffee,3999,3959
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,AF 278,Audio & Speakers,Oneplus Buds,Oneplus Buds Z,3190,3158
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,39,Footwear,Mens Sports Shoes,BUY 2 MEN'S SPORTS SHOE GET 2 size - 10,3996,3956
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,1029,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket M Brown,3999,3959
35,2021-11-09 01:00:00 +0000 +0000,2021-11-09 13:00:00 +0000 +0000,1,1,1,878,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket S Black,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,904,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket 3XL Cherry,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,499,Apparel,Mens leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket S Black,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,578,Apparel,Women's Leather� Jacket,Leather Retail� Women's Solid Faux Leather Jacket XXL Pink,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,630,Home & Kitchen,Screwdriver Set,Shopper52 and 21 Pcs Toolkit Screwdriver Set - DRL13B21PC    ,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,824,Home & Kitchen,Electric Drill Machine,48 in 1 wrench spanner set with 10mm 13PC powerful electric drill machine,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,295,Home Furnishing,Living Room Set,40 Pcs Living Room Set + Free 1 Matching Fleece Blanket Brown,4999,4949
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,AF 1136,Health & Beauty,Kevny Aucoin Mascara,Kevyn Aucoin Curling Mascara Black Gram 22601 0.5 g (Black),4900,4851
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,964,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket L Black,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,851,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket M Blue,3999,3959
36,2021-11-09 05:00:00 +0000 +0000,2021-11-09 17:00:00 +0000 +0000,1,1,1,1042,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket L Brown,3999,3959
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,596,Apparel,Women's Leather� Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Brown,3999,3959
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,957,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket L Blue,3999,3959
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,661,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super StretchableThree Seater Check,3398,3364
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,AF 315,Health & Beauty,Beurer Hair Dryer,"Beurer Hc60 Hc60 Hair Dryer With Touch Sensor, Hair (1400 W, Black)",3890,3851
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,AF 863,Furnishing & Linen,A.P Handloom  Sofa Cover,A.P Handloom Polyester Sofa Cover  (Gold Pack Of 18),3499,3464
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,831,Home & Kitchen,Electric Drill Machine,"Drill Machine with 13Pcs Bit Set,41PC Screwdriver Set & 48-1 Wrench Set    ",3999,3959
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,1051,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XXL Black,3999,3959
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,675,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchable Three Seater Brown,3398,3364
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,584,Apparel,Women's Leather� Jacket,Leather Retail� Women's Solid Faux Leather Jacket XL Black,3999,3959
37,2021-11-09 09:00:00 +0000 +0000,2021-11-09 21:00:00 +0000 +0000,1,1,1,AF 1696,Furniture & Fixtures,Priti Coffee Table,Priti Iron Round Coffee Table,4999,4949
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,555,Apparel,Men's Leather�Jacket,Leather Retail� Mens Solid Faux Leather Jacket L Black,3999,3959
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1835,Home Appliances,Aguerri Ladder,AGUERRI 8 Step Foldable Aluminium Ladder with Platform,4309,4265
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1754,Home Appliances,Digitrendz Fog Machine,DIGITRENDZZ 900W Professional Disinfection Fog Machine,4999,4949
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,965,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket XL Black,3999,3959
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,602,Apparel,Women's Leather� Jacket,Leather Retail� Women's Solid Faux Leather Jacket S Cherry,3999,3959
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1112,Health & Beauty,Tarte Mascara,Tarte Cosmetics Lights Camera Lashes Mascara Black 7.2 ml (Black),3623,3586
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 1838,Home Appliances,Alnico Ladder,ALNICO 7 Step With 7 Year Warranty Aluminium Ladder (With Platform),3499,3464
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,AF 647,Health & Beauty,Rossmax Bp Machine,Rossmax Mj701F Blood Pressure Monitor,3600,3564
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,1032,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XS Black,3999,3959
38,2021-11-09 13:00:00 +0000 +0000,2021-11-10 01:00:00 +0000 +0000,1,1,1,772,Home & Kitchen,Drill machine &Toolkit,Electric Drill Machine & 41 In 1 Tool Kit Screwdriver & Wrench Set ,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,AF 434,Furnishing & Linen,Bianca  Bedsheet,Bianca 144 Tc Cotton King Checkered Bedsheet  (Pack Of 1),3199,3167
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,1067,Apparel,Leather Jacket Pink XS,Leather Retail� Women's Solid Faux Leather Jacket XS Black,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,597,Apparel,Women's Leather� Jacket,Leather Retail� Women's Solid Faux Leather Jacket L Brown,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,243,Kitchen,Pressure Cooker Combo,Shagun 4 Pressure Cooker Combo with 2 Common Lids,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,AF 45,Audio & Speakers,Boat Speaker,Boat Aavante Bar 1160 60W Bluetooth Soundbar,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,1052,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket 3XL Black,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,869,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket 3XL White,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,793,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket M Brown,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,1033,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket S Black,3999,3959
39,2021-11-09 17:00:00 +0000 +0000,2021-11-10 05:00:00 +0000 +0000,1,1,1,1049,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket L Black,3999,3959
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,1047,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket S Black,3999,3959
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,890,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket 3XL Black,3999,3959
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,1139,Health Appliances,TOUCH BP MONITOR,Dr.Odin Arr1 Touch Blood pressure monitor,3100,3069
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,657,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchable Three Seater Brown,3398,3364
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,1039,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XS Brown,3999,3959
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,984,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Pink,3999,3959
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1904,Furniture & Fixtures,Ibs Ladder,IBS Multi-purpose Aluminium Ladder,4399,4355
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,1027,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XS Brown,3999,3959
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,AF 1992,Furniture & Fixtures,Yipi Study Table With Drawer,Yipi Cars Study Table with Drawer,4931,4881
40,2021-11-09 21:00:00 +0000 +0000,2021-11-10 09:00:00 +0000 +0000,1,1,1,766,Home & Kitchen,drill machine &Toolkit,Shopper52 Buy Drill Machine with 13Pcs Drill Bit Set andGrip Wrench Set ,3999,3959
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,942,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Pink,3999,3959
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,860,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XL Black,3999,3959
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,1026,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XL Black,3999,3959
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,AF 878,Curios & Decorations,Pure Garden Statue,"Pure Garden 50-123 Solar Led Hanging Coach Lantern (Set Of 2), Black",4328,4284
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,862,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket 3XL Black,3999,3959
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,AF 1135,Health & Beauty,Jubujub Hourglass Mascara,Jubujub Hourglass Film Noir Full Spectrum Mascara Onyx 9 ml (Onyx),4999,4949
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,1030,Apparel,Mens Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket L Brown,3999,3959
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,AF 1655,Home Appliances,Galanz Microwave Oven,Galanz 20 L Solo Microwave Oven,3690,3653
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,AF 1836,Home Appliances,Alco Ladder,Alco 5-step + 1 platform strong and heavy duty Aluminium Ladder,3299,3266
41,2021-11-10 01:00:00 +0000 +0000,2021-11-10 13:00:00 +0000 +0000,1,1,1,929,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket L Black,3999,3959
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,921,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Blue,3999,3959
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,876,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket 3XL White,3999,3959
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,997,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket XS  Black,4999,4949
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,515,Home & Kitchen,Instant water heater,Shopper52 Instant Water Heater Electric Heating Tap Tankless,3999,3959
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,981,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket 3XL Cherry,3999,3959
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,665,Home & Kitchen,Cortina Spandex 3 seater,Cortina Spandex & Polyester Fabric Super Stretchablle Three Seater Blue,3398,3364
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,986,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket XL Pink,3999,3959
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,AF 21,Audio & Speakers,Google Smart Speaker,Google Home Mini,4000,3960
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,1064,Apparel,Leather Jacket Pink XL ,Leather Retail� Women's Solid Faux Leather Jacket XL Pink,3999,3959
42,2021-11-10 05:00:00 +0000 +0000,2021-11-10 17:00:00 +0000 +0000,1,1,1,1021,Accessories,Hair Grooming set-Waldon,HAIR GROOMING SET (5 IN 1 ) BRAND: WALDON    ,3299,3266
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,AF 439,Furnishing & Linen,Myra Collection Carpet,Myra Collection Carpet High Density Modern Shaggy Carpets,3499,3464
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,907,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Black,3999,3959
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,988,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket 3XL Pink,3999,3959
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,868,Apparel,Men Solid Leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XXL White,3999,3959
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,529,Apparel,Mens leather Jacket,Leather Retail� Mens Solid Faux Leather Jacket XXL Black,3999,3959
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,AF 1867,Furniture & Fixtures,Humty Dumty /Kids Trolley,Humty Dumty Set of 2 Luggage - Disney Star Kids Trolley - Pink,4999,4949
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,1077,Apparel,Leather jacket brown L,Leather Retail� Women's Solid Faux Leather Jacket L Brown,3999,3959
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,949,Apparel,Women's Leather Jacket,Leather Retail� Women's Solid Faux Leather Jacket M Coffee,3999,3959
43,2021-11-10 09:00:00 +0000 +0000,2021-11-10 21:00:00 +0000 +0000,1,1,1,AF 76,Audio & Speakers,Boult Earphone,Boult Audio Pro Bass Earphone,4499,4454
